START-OF-LOG: 3.0
CONTEST: IARU-HF
LOCATION: DX
CALLSIGN: R0HQ
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-POWER: HIGH
CREATED-BY: RLOG32W VER-0.1.4.132
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-STATION: HQ
CATEGORY-TRANSMITTER: UNLIMITED
OPERATORS: UA0DM, UA0CDX, R0CDA, R0IAA, R0CY, R0CT, R0CM, RU0LM, R0NN,
QSO: 7100 PH 2021-07-10 2224 R0HQ 59 SRR JA2VSU 59 45
QSO: 7100 PH 2021-07-10 2224 R0HQ 59 SRR JJ1UPC 59 45
QSO: 7016 CW 2021-07-10 2225 R0HQ 599 SRR BD4LB 599 44
QSO: 14060 CW 2021-07-10 2225 R0HQ 599 SRR IV3EAD 599 28
QSO: 21041 CW 2021-07-10 2225 R0HQ 599 SRR JA6FOF 599 45
QSO: 21041 CW 2021-07-10 2226 R0HQ 599 SRR HL1VAU 599 44
QSO: 7100 PH 2021-07-10 2226 R0HQ 59 SRR JP7MAZ 59 45
QSO: 21025 CW 2021-07-10 2228 R0HQ 599 SRR N9RV 599 06
QSO: 14060 CW 2021-07-10 2227 R0HQ 599 SRR JH6RTO 599 45
QSO: 21041 CW 2021-07-10 2228 R0HQ 599 SRR JG1LHB 599 45
QSO: 14060 CW 2021-07-10 2229 R0HQ 599 SRR HL3AMO 599 44
QSO: 14225 PH 2021-07-10 2229 R0HQ 59 SRR JA6FEG 59 45
QSO: 14060 CW 2021-07-10 2230 R0HQ 599 SRR JA2DHF 599 45
QSO: 14060 CW 2021-07-10 2230 R0HQ 599 SRR JA4FUY 599 45
QSO: 14060 CW 2021-07-10 2231 R0HQ 599 SRR JK7QJK 599 45
QSO: 21322 PH 2021-07-10 2231 R0HQ 59 SRR JI1QFD 59 45
QSO: 7016 CW 2021-07-10 2232 R0HQ 599 SRR JH6ANO 599 45
QSO: 21008 CW 2021-07-10 2232 R0HQ 599 SRR W6YX 599 06
QSO: 14225 PH 2021-07-10 2233 R0HQ 59 SRR JA8ATX 59 45
QSO: 7016 CW 2021-07-10 2233 R0HQ 599 SRR JR1JWZ 599 45
QSO: 14060 CW 2021-07-10 2233 R0HQ 599 SRR JA2KPW 599 45
QSO: 21041 CW 2021-07-10 2233 R0HQ 599 SRR JA7GNX 599 45
QSO: 21322 PH 2021-07-10 2235 R0HQ 59 SRR 8N9HQ 59 JARL
QSO: 14225 PH 2021-07-10 2234 R0HQ 59 SRR JK8XHZ 59 45
QSO: 14225 PH 2021-07-10 2234 R0HQ 59 SRR JF3DCH 59 45
QSO: 21041 CW 2021-07-10 2235 R0HQ 599 SRR 6K2ILX 599 44
QSO: 21041 CW 2021-07-10 2236 R0HQ 599 SRR K8AZ 599 08
QSO: 21322 PH 2021-07-10 2236 R0HQ 59 SRR JL2OES 59 45
QSO: 14225 PH 2021-07-10 2236 R0HQ 59 SRR JG8ESK 59 45
QSO: 21041 CW 2021-07-10 2236 R0HQ 599 SRR JK1ESR 599 45
QSO: 21041 CW 2021-07-10 2238 R0HQ 599 SRR BY1OK 599 44
QSO: 14225 PH 2021-07-10 2237 R0HQ 59 SRR 7N2UQC 59 45
QSO: 14060 CW 2021-07-10 2237 R0HQ 599 SRR JE7PNN/1 599 45
QSO: 21322 PH 2021-07-10 2237 R0HQ 59 SRR 7K1VKU 59 45
QSO: 14060 CW 2021-07-10 2238 R0HQ 599 SRR BY4SZ 599 44
QSO: 21041 CW 2021-07-10 2238 R0HQ 599 SRR JA7ZFN 599 45
QSO: 7016 CW 2021-07-10 2239 R0HQ 599 SRR BG7XWF 599 43
QSO: 14225 PH 2021-07-10 2239 R0HQ 59 SRR JA9BTA 59 45
QSO: 21041 CW 2021-07-10 2239 R0HQ 599 SRR JG1UKW 599 45
QSO: 14060 CW 2021-07-10 2240 R0HQ 599 SRR BA7QT 599 43
QSO: 21041 CW 2021-07-10 2240 R0HQ 599 SRR JL1LNC 599 45
QSO: 14225 PH 2021-07-10 2241 R0HQ 59 SRR JN7TAN 59 45
QSO: 7016 CW 2021-07-10 2241 R0HQ 599 SRR JA1WL 599 45
QSO: 21010 CW 2021-07-10 2241 R0HQ 599 SRR ZL25NZ 599 60
QSO: 7016 CW 2021-07-10 2242 R0HQ 599 SRR DS5GJS 599 44
QSO: 14060 CW 2021-07-10 2242 R0HQ 599 SRR JH1WFS 599 45
QSO: 14060 CW 2021-07-10 2242 R0HQ 599 SRR JO3OEF 599 45
QSO: 21041 CW 2021-07-10 2242 R0HQ 599 SRR BD7JNA 599 44
QSO: 21041 CW 2021-07-10 2243 R0HQ 599 SRR JA3AVO 599 45
QSO: 21041 CW 2021-07-10 2243 R0HQ 599 SRR HL3AMO 599 44
QSO: 14225 PH 2021-07-10 2243 R0HQ 59 SRR JK8CEE 59 45
QSO: 14060 CW 2021-07-10 2243 R0HQ 599 SRR HL4CFN 599 44
QSO: 14060 CW 2021-07-10 2243 R0HQ 599 SRR JF2RCX 599 45
QSO: 21041 CW 2021-07-10 2243 R0HQ 599 SRR JA2KPW 599 45
QSO: 21041 CW 2021-07-10 2244 R0HQ 599 SRR 7K1VKU 599 45
QSO: 21041 CW 2021-07-10 2244 R0HQ 599 SRR JA6BWH 599 45
QSO: 21041 CW 2021-07-10 2244 R0HQ 599 SRR JL2AQE 599 45
QSO: 21041 CW 2021-07-10 2244 R0HQ 599 SRR JR1NKN 599 45
QSO: 14225 PH 2021-07-10 2244 R0HQ 59 SRR JL1DYH 59 45
QSO: 7016 CW 2021-07-10 2244 R0HQ 599 SRR JK2XKI 599 45
QSO: 14060 CW 2021-07-10 2244 R0HQ 599 SRR JH0DUG 599 45
QSO: 14060 CW 2021-07-10 2244 R0HQ 599 SRR JJ1IDW 599 45
QSO: 7100 PH 2021-07-10 2244 R0HQ 59 SRR 8N8HQ 59 JARL
QSO: 21041 CW 2021-07-10 2245 R0HQ 599 SRR JE6JZP 599 45
QSO: 7016 CW 2021-07-10 2245 R0HQ 599 SRR JF1AHZ 599 45
QSO: 7016 CW 2021-07-10 2245 R0HQ 599 SRR JL1LNC 599 45
QSO: 14060 CW 2021-07-10 2245 R0HQ 599 SRR JA3GZE/1 599 45
QSO: 21041 CW 2021-07-10 2245 R0HQ 599 SRR YD9WFT 599 51
QSO: 21041 CW 2021-07-10 2246 R0HQ 599 SRR JA2WUK 599 45
QSO: 7016 CW 2021-07-10 2246 R0HQ 599 SRR JS2GYN 599 45
QSO: 21041 CW 2021-07-10 2246 R0HQ 599 SRR JI1OWT 599 45
QSO: 14230 PH 2021-07-10 2248 R0HQ 59 SRR JA1CJP 59 R3
QSO: 21041 CW 2021-07-10 2248 R0HQ 599 SRR HL3LFB 599 44
QSO: 21041 CW 2021-07-10 2250 R0HQ 599 SRR JJ1VFE 599 45
QSO: 14060 CW 2021-07-10 2249 R0HQ 599 SRR JF2WKE 599 45
QSO: 7016 CW 2021-07-10 2249 R0HQ 599 SRR JG2RFJ 599 45
QSO: 7016 CW 2021-07-10 2250 R0HQ 599 SRR JA4KOR 599 45
QSO: 7016 CW 2021-07-10 2250 R0HQ 599 SRR JR1KVN 599 45
QSO: 14060 CW 2021-07-10 2250 R0HQ 599 SRR JA7LLL 599 45
QSO: 21041 CW 2021-07-10 2250 R0HQ 599 SRR JA3NUT 599 45
QSO: 21041 CW 2021-07-10 2251 R0HQ 599 SRR JK1NSR 599 45
QSO: 21041 CW 2021-07-10 2251 R0HQ 599 SRR JA2QVP 599 45
QSO: 14230 PH 2021-07-10 2251 R0HQ 59 SRR JA3VOV 59 45
QSO: 7016 CW 2021-07-10 2251 R0HQ 599 SRR JG1SNW 599 45
QSO: 7100 PH 2021-07-10 2251 R0HQ 59 SRR JK8CEE 59 45
QSO: 14230 PH 2021-07-10 2252 R0HQ 59 SRR JH1JPM 59 45
QSO: 7016 CW 2021-07-10 2252 R0HQ 599 SRR JF1ABZ 599 45
QSO: 14230 PH 2021-07-10 2252 R0HQ 59 SRR KK7GO 59 6
QSO: 21028 CW 2021-07-10 2252 R0HQ 599 SRR K6XX 599 06
QSO: 14230 PH 2021-07-10 2253 R0HQ 59 SRR VK2BY 59 59
QSO: 14060 CW 2021-07-10 2254 R0HQ 599 SRR BH4TQX 599 44
QSO: 21322 PH 2021-07-10 2254 R0HQ 59 SRR JR7KIA 59 45
QSO: 14230 PH 2021-07-10 2255 R0HQ 59 SRR JA7KED 59 45
QSO: 7016 CW 2021-07-10 2255 R0HQ 599 SRR JR1ITX 599 45
QSO: 14060 CW 2021-07-10 2255 R0HQ 599 SRR JA6BCV 599 45
QSO: 21041 CW 2021-07-10 2255 R0HQ 599 SRR K8GL 599 08
QSO: 14060 CW 2021-07-10 2256 R0HQ 599 SRR BA4AEO 599 44
QSO: 21041 CW 2021-07-10 2257 R0HQ 599 SRR JF2FIU 599 45
QSO: 14060 CW 2021-07-10 2258 R0HQ 599 SRR BH9AZ 599 44
QSO: 14230 PH 2021-07-10 2258 R0HQ 59 SRR N7ZUF 59 6
QSO: 21322 PH 2021-07-10 2259 R0HQ 59 SRR BD2IAQ 59 44
QSO: 21252 PH 2021-07-10 2301 R0HQ 59 SRR B7HQ 59 CRAC
QSO: 14230 PH 2021-07-10 2301 R0HQ 59 SRR W6AFA 59 6
QSO: 14060 CW 2021-07-10 2300 R0HQ 599 SRR JA1CP 599 45
QSO: 21007 CW 2021-07-10 2301 R0HQ 599 SRR ND7K 599 06
QSO: 14230 PH 2021-07-10 2302 R0HQ 59 SRR JH1GJY 59 45
QSO: 21041 CW 2021-07-10 2302 R0HQ 599 SRR RW0AR 599 32
QSO: 14230 PH 2021-07-10 2303 R0HQ 59 SRR JR3EQP 59 45
QSO: 14230 PH 2021-07-10 2303 R0HQ 59 SRR KJ7WRB 59 6
QSO: 14060 CW 2021-07-10 2303 R0HQ 599 SRR JA3JOT 599 45
QSO: 21290 PH 2021-07-10 2303 R0HQ 59 SRR JF9JTS 59 45
QSO: 21041 CW 2021-07-10 2304 R0HQ 599 SRR JA3JOT 599 45
QSO: 21290 PH 2021-07-10 2305 R0HQ 59 SRR 7N4UQC 59 45
QSO: 14230 PH 2021-07-10 2307 R0HQ 59 SRR KA6BIM 59 6
QSO: 21041 CW 2021-07-10 2307 R0HQ 599 SRR 7N3WRE 599 45
QSO: 21041 CW 2021-07-10 2308 R0HQ 599 SRR JA0AVS 599 45
QSO: 21041 CW 2021-07-10 2308 R0HQ 599 SRR HL2KV 599 44
QSO: 14230 PH 2021-07-10 2308 R0HQ 59 SRR RW0AR 59 32
QSO: 21041 CW 2021-07-10 2308 R0HQ 599 SRR JE2RDO 599 45
QSO: 21041 CW 2021-07-10 2309 R0HQ 599 SRR JA2GHP 599 45
QSO: 21041 CW 2021-07-10 2309 R0HQ 599 SRR JR5CAG 599 45
QSO: 21290 PH 2021-07-10 2309 R0HQ 59 SRR JG1LRR 59 45
QSO: 21290 PH 2021-07-10 2309 R0HQ 59 SRR JG7AMD 59 45
QSO: 14060 CW 2021-07-10 2309 R0HQ 599 SRR JK1RGX 599 45
QSO: 14060 CW 2021-07-10 2309 R0HQ 599 SRR JR1XKU 599 45
QSO: 21041 CW 2021-07-10 2309 R0HQ 599 SRR ZL2RX 599 60
QSO: 21029 CW 2021-07-10 2310 R0HQ 599 SRR VK4DX 599 55
QSO: 14060 CW 2021-07-10 2310 R0HQ 599 SRR JR8TIR 599 45
QSO: 21041 CW 2021-07-10 2310 R0HQ 599 SRR BG5TOX 599 44
QSO: 21041 CW 2021-07-10 2311 R0HQ 599 SRR AH6KO 599 61
QSO: 14230 PH 2021-07-10 2311 R0HQ 59 SRR PV2K 59 15
QSO: 14060 CW 2021-07-10 2311 R0HQ 599 SRR JE2WLD 599 45
QSO: 21041 CW 2021-07-10 2311 R0HQ 599 SRR JK1AKA 599 45
QSO: 21290 PH 2021-07-10 2312 R0HQ 59 SRR JG2CNZ 59 45
QSO: 7016 CW 2021-07-10 2312 R0HQ 599 SRR JH0IEY 599 45
QSO: 14060 CW 2021-07-10 2312 R0HQ 599 SRR JJ1LBJ 599 45
QSO: 21041 CW 2021-07-10 2312 R0HQ 599 SRR JA1AAA 599 45
QSO: 21041 CW 2021-07-10 2313 R0HQ 599 SRR 7K1JFM 599 45
QSO: 21041 CW 2021-07-10 2313 R0HQ 599 SRR JE3AKU 599 45
QSO: 14060 CW 2021-07-10 2313 R0HQ 599 SRR DS1JFY 599 44
QSO: 21041 CW 2021-07-10 2313 R0HQ 599 SRR JS2GYN 599 45
QSO: 21041 CW 2021-07-10 2314 R0HQ 599 SRR YB9UA 599 51
QSO: 21041 CW 2021-07-10 2314 R0HQ 599 SRR JH0IAM/1 599 45
QSO: 14230 PH 2021-07-10 2315 R0HQ 59 SRR VE9JEF 59 9
QSO: 28050 CW 2021-07-10 2315 R0HQ 599 SRR JH1EAQ 599 45
QSO: 14060 CW 2021-07-10 2316 R0HQ 599 SRR JK1AKA 599 45
QSO: 28050 CW 2021-07-10 2316 R0HQ 599 SRR JH6RTO 599 45
QSO: 28050 CW 2021-07-10 2316 R0HQ 599 SRR JA1PCM 599 45
QSO: 7016 CW 2021-07-10 2317 R0HQ 599 SRR JA1EOG 599 45
QSO: 28050 CW 2021-07-10 2317 R0HQ 599 SRR 7K1JFM 599 45
QSO: 28050 CW 2021-07-10 2317 R0HQ 599 SRR JA7ZFN 599 45
QSO: 21041 CW 2021-07-10 2318 R0HQ 599 SRR VK2BJ 599 59
QSO: 21041 CW 2021-07-10 2318 R0HQ 599 SRR JA0BZY 599 45
QSO: 21290 PH 2021-07-10 2318 R0HQ 59 SRR KL7KK 59 01
QSO: 14230 PH 2021-07-10 2318 R0HQ 59 SRR JA3KKE 59 45
QSO: 7016 CW 2021-07-10 2318 R0HQ 599 SRR JR3FOS 599 45
QSO: 28050 CW 2021-07-10 2318 R0HQ 599 SRR JA0JHQ 599 45
QSO: 28050 CW 2021-07-10 2318 R0HQ 599 SRR JR1NKN 599 45
QSO: 21041 CW 2021-07-10 2319 R0HQ 599 SRR JE1LOI 599 45
QSO: 21041 CW 2021-07-10 2319 R0HQ 599 SRR JG5UWK 599 45
QSO: 7016 CW 2021-07-10 2319 R0HQ 599 SRR JI1AEP 599 45
QSO: 14230 PH 2021-07-10 2319 R0HQ 59 SRR JG1IJP 59 45
QSO: 14060 CW 2021-07-10 2319 R0HQ 599 SRR BA4WR 599 44
QSO: 28050 CW 2021-07-10 2319 R0HQ 599 SRR JJ1LBJ 599 45
QSO: 21041 CW 2021-07-10 2320 R0HQ 599 SRR JI1NZA 599 45
QSO: 21041 CW 2021-07-10 2320 R0HQ 599 SRR JA2JWH 599 45
QSO: 21041 CW 2021-07-10 2320 R0HQ 599 SRR JH0IGG 599 45
QSO: 7016 CW 2021-07-10 2320 R0HQ 599 SRR JA1KOO 599 45
QSO: 28050 CW 2021-07-10 2320 R0HQ 599 SRR JI2HVT 599 45
QSO: 28050 CW 2021-07-10 2320 R0HQ 599 SRR JG1UKW 599 45
QSO: 21041 CW 2021-07-10 2321 R0HQ 599 SRR JR7ASO 599 45
QSO: 21041 CW 2021-07-10 2321 R0HQ 599 SRR JA8GAK 599 45
QSO: 21041 CW 2021-07-10 2321 R0HQ 599 SRR JJ1XBQ 599 45
QSO: 14230 PH 2021-07-10 2321 R0HQ 59 SRR AJ6V 59 6
QSO: 7016 CW 2021-07-10 2321 R0HQ 599 SRR DS2GWM 599 44
QSO: 14060 CW 2021-07-10 2321 R0HQ 599 SRR JR3FOS 599 45
QSO: 14060 CW 2021-07-10 2321 R0HQ 599 SRR JA1HTK 599 45
QSO: 28050 CW 2021-07-10 2321 R0HQ 599 SRR JA1IHD 599 45
QSO: 21041 CW 2021-07-10 2322 R0HQ 599 SRR JJ0WAJ 599 45
QSO: 7016 CW 2021-07-10 2322 R0HQ 599 SRR JA1AAA 599 45
QSO: 14060 CW 2021-07-10 2322 R0HQ 599 SRR JA0AVS 599 45
QSO: 14060 CW 2021-07-10 2322 R0HQ 599 SRR JA2GHP 599 45
QSO: 28050 CW 2021-07-10 2322 R0HQ 599 SRR JH4UTP 599 45
QSO: 28050 CW 2021-07-10 2322 R0HQ 599 SRR JA3XOG 599 45
QSO: 7016 CW 2021-07-10 2323 R0HQ 599 SRR JA5EWQ 599 45
QSO: 14060 CW 2021-07-10 2323 R0HQ 599 SRR JM2LEI 599 45
QSO: 21041 CW 2021-07-10 2323 R0HQ 599 SRR HL2CFY 599 44
QSO: 21041 CW 2021-07-10 2324 R0HQ 599 SRR JA2UVD 599 45
QSO: 14060 CW 2021-07-10 2325 R0HQ 599 SRR JA2QVP 599 45
QSO: 14060 CW 2021-07-10 2325 R0HQ 599 SRR JA1EOG 599 45
QSO: 14060 CW 2021-07-10 2325 R0HQ 599 SRR JR7DUT 599 45
QSO: 21041 CW 2021-07-10 2325 R0HQ 599 SRR JE1RID 599 45
QSO: 21041 CW 2021-07-10 2326 R0HQ 599 SRR JM2LEI 599 45
QSO: 21041 CW 2021-07-10 2326 R0HQ 599 SRR JF1WNT 599 45
QSO: 14060 CW 2021-07-10 2326 R0HQ 599 SRR 4F3OM 599 50
QSO: 14060 CW 2021-07-10 2326 R0HQ 599 SRR BY6QS 599 44
QSO: 21041 CW 2021-07-10 2326 R0HQ 599 SRR VK2CCC 599 59
QSO: 21041 CW 2021-07-10 2327 R0HQ 599 SRR JH1HMC 599 45
QSO: 21041 CW 2021-07-10 2327 R0HQ 599 SRR JS2PHO 599 45
QSO: 14228 PH 2021-07-10 2327 R0HQ 59 SRR JH3GMI 59 45
QSO: 28010 CW 2021-07-10 2327 R0HQ 599 SRR JQ1NGT 599 45
QSO: 14060 CW 2021-07-10 2327 R0HQ 599 SRR HL3ANE 599 44
QSO: 21041 CW 2021-07-10 2327 R0HQ 599 SRR VK2GR 599 59
QSO: 21041 CW 2021-07-10 2328 R0HQ 599 SRR JR3FOS 599 45
QSO: 21041 CW 2021-07-10 2329 R0HQ 599 SRR BY6QS 599 44
QSO: 21041 CW 2021-07-10 2331 R0HQ 599 SRR JA1AYO 599 45
QSO: 14060 CW 2021-07-10 2331 R0HQ 599 SRR NU1AW/5 599 IARU
QSO: 14060 CW 2021-07-10 2331 R0HQ 599 SRR JH7UJU 599 45
QSO: 21041 CW 2021-07-10 2331 R0HQ 599 SRR YD9UW 599 51
QSO: 21041 CW 2021-07-10 2332 R0HQ 599 SRR JF1SQC 599 45
QSO: 14060 CW 2021-07-10 2332 R0HQ 599 SRR JA4DHR 599 45
QSO: 14060 CW 2021-07-10 2332 R0HQ 599 SRR JR7ASO 599 45
QSO: 28050 CW 2021-07-10 2332 R0HQ 599 SRR JF2OZH 599 45
QSO: 14060 CW 2021-07-10 2333 R0HQ 599 SRR JO3SET 599 45
QSO: 14060 CW 2021-07-10 2333 R0HQ 599 SRR JA7AVG 599 45
QSO: 28050 CW 2021-07-10 2333 R0HQ 599 SRR JE6WGT 599 45
QSO: 21041 CW 2021-07-10 2334 R0HQ 599 SRR JF2OZH 599 45
QSO: 21041 CW 2021-07-10 2334 R0HQ 599 SRR JI1AEP 599 45
QSO: 14228 PH 2021-07-10 2334 R0HQ 59 SRR JH9VFG 59 45
QSO: 7016 CW 2021-07-10 2334 R0HQ 599 SRR JN7ASO 599 45
QSO: 28050 CW 2021-07-10 2334 R0HQ 599 SRR JJ1XBQ 599 45
QSO: 28050 CW 2021-07-10 2334 R0HQ 599 SRR JJ1VFE 599 45
QSO: 28050 CW 2021-07-10 2334 R0HQ 599 SRR JI1HFJ 599 45
QSO: 14060 CW 2021-07-10 2335 R0HQ 599 SRR JF1ABZ 599 45
QSO: 28050 CW 2021-07-10 2335 R0HQ 599 SRR JF3EIG 599 45
QSO: 21041 CW 2021-07-10 2336 R0HQ 599 SRR JJ1DJW 599 45
QSO: 14060 CW 2021-07-10 2336 R0HQ 599 SRR JA1EOG 599 45
QSO: 28050 CW 2021-07-10 2336 R0HQ 599 SRR JH1HMC 599 45
QSO: 28050 CW 2021-07-10 2336 R0HQ 599 SRR JH7VSZ 599 45
QSO: 21041 CW 2021-07-10 2337 R0HQ 599 SRR HL2ZN 599 44
QSO: 14060 CW 2021-07-10 2337 R0HQ 599 SRR JR1KVN 599 45
QSO: 28050 CW 2021-07-10 2337 R0HQ 599 SRR JA6FFK 599 45
QSO: 28050 CW 2021-07-10 2337 R0HQ 599 SRR JA1KPF 599 45
QSO: 21041 CW 2021-07-10 2338 R0HQ 599 SRR BA4WR 599 44
QSO: 28050 CW 2021-07-10 2338 R0HQ 599 SRR JK1HIY 599 45
QSO: 21041 CW 2021-07-10 2339 R0HQ 599 SRR JA0JHQ 599 45
QSO: 14228 PH 2021-07-10 2339 R0HQ 59 SRR JH4FUF 59 45
QSO: 7016 CW 2021-07-10 2339 R0HQ 599 SRR JA3NUT 599 45
QSO: 28050 CW 2021-07-10 2339 R0HQ 599 SRR JG6JAV 599 45
QSO: 28050 CW 2021-07-10 2339 R0HQ 599 SRR JI1RXQ 599 45
QSO: 21041 CW 2021-07-10 2340 R0HQ 599 SRR BH4TQX 599 44
QSO: 21041 CW 2021-07-10 2340 R0HQ 599 SRR N6ZFO 599 06
QSO: 28050 CW 2021-07-10 2340 R0HQ 599 SRR JA1CP 599 45
QSO: 14228 PH 2021-07-10 2341 R0HQ 59 SRR JI1OKR 59 45
QSO: 28050 CW 2021-07-10 2341 R0HQ 599 SRR JG5UWK 599 45
QSO: 28050 CW 2021-07-10 2341 R0HQ 599 SRR JF3DCH 599 45
QSO: 14060 CW 2021-07-10 2342 R0HQ 599 SRR JR3NDM 599 45
QSO: 14060 CW 2021-07-10 2342 R0HQ 599 SRR BV4VQ 599 44
QSO: 28050 CW 2021-07-10 2343 R0HQ 599 SRR JH7UJU 599 45
QSO: 28050 CW 2021-07-10 2343 R0HQ 599 SRR JH0DUG 599 45
QSO: 7016 CW 2021-07-10 2344 R0HQ 599 SRR JA2WUK 599 45
QSO: 7016 CW 2021-07-10 2344 R0HQ 599 SRR JA1CP 599 45
QSO: 14060 CW 2021-07-10 2344 R0HQ 599 SRR K6MI 599 06
QSO: 28050 CW 2021-07-10 2344 R0HQ 599 SRR JJ1QLT 599 45
QSO: 7016 CW 2021-07-10 2345 R0HQ 599 SRR JA9CXW 599 45
QSO: 14235 PH 2021-07-10 2345 R0HQ 59 SRR JJ2CJB 59 45
QSO: 7016 CW 2021-07-10 2345 R0HQ 599 SRR JF2OZH 599 45
QSO: 14235 PH 2021-07-10 2345 R0HQ 59 SRR JA5PXG 59 45
QSO: 14060 CW 2021-07-10 2345 R0HQ 599 SRR RA0LMK 599 34
QSO: 28050 CW 2021-07-10 2345 R0HQ 599 SRR JI1AEP 599 45
QSO: 28050 CW 2021-07-10 2345 R0HQ 599 SRR HL1VAU 599 44
QSO: 28050 CW 2021-07-10 2345 R0HQ 599 SRR JH1VIX 599 45
QSO: 7016 CW 2021-07-10 2347 R0HQ 599 SRR JG2QWP 599 45
QSO: 14235 PH 2021-07-10 2347 R0HQ 59 SRR JI3KGW 59 45
QSO: 28050 CW 2021-07-10 2347 R0HQ 599 SRR JH6ANO 599 45
QSO: 28050 CW 2021-07-10 2347 R0HQ 599 SRR JK1TCV 599 45
QSO: 28050 CW 2021-07-10 2348 R0HQ 599 SRR JE3VRJ 599 45
QSO: 7016 CW 2021-07-10 2349 R0HQ 599 SRR JA0CJK 599 45
QSO: 28050 CW 2021-07-10 2349 R0HQ 599 SRR JH0OXS 599 45
QSO: 28050 CW 2021-07-10 2350 R0HQ 599 SRR JE2BOM 599 45
QSO: 14235 PH 2021-07-10 2351 R0HQ 59 SRR JN1SUT 59 45
QSO: 14060 CW 2021-07-10 2351 R0HQ 599 SRR JG1SWV 599 45
QSO: 21041 CW 2021-07-10 2351 R0HQ 599 SRR JA1LKY 599 45
QSO: 21041 CW 2021-07-10 2352 R0HQ 599 SRR JH0EWT 599 45
QSO: 14060 CW 2021-07-10 2352 R0HQ 599 SRR JA7GNX 599 45
QSO: 28050 CW 2021-07-10 2352 R0HQ 599 SRR JA0BZY 599 45
QSO: 21041 CW 2021-07-10 2353 R0HQ 599 SRR JA5IVG 599 45
QSO: 21041 CW 2021-07-10 2353 R0HQ 599 SRR 4F3OM 599 50
QSO: 28050 CW 2021-07-10 2353 R0HQ 599 SRR UF0B 599 32
QSO: 28050 CW 2021-07-10 2353 R0HQ 599 SRR JR2ALA 599 45
QSO: 28050 CW 2021-07-10 2353 R0HQ 599 SRR JA2KKA 599 45
QSO: 21041 CW 2021-07-10 2354 R0HQ 599 SRR K5RX 599 07
QSO: 21041 CW 2021-07-10 2354 R0HQ 599 SRR JH1VIX 599 45
QSO: 14235 PH 2021-07-10 2354 R0HQ 59 SRR JM1FDC 59 45
QSO: 7016 CW 2021-07-10 2354 R0HQ 599 SRR JH0EWT 599 45
QSO: 14060 CW 2021-07-10 2354 R0HQ 599 SRR DS5GJS 599 44
QSO: 28050 CW 2021-07-10 2354 R0HQ 599 SRR JA3RPT 599 45
QSO: 21041 CW 2021-07-10 2355 R0HQ 599 SRR JO1WIZ 599 45
QSO: 21041 CW 2021-07-10 2355 R0HQ 599 SRR UA0CA 599 34
QSO: 28050 CW 2021-07-10 2355 R0HQ 599 SRR JA1CJP 599 R3
QSO: 21041 CW 2021-07-10 2356 R0HQ 599 SRR JH1MTR/4 599 45
QSO: 14235 PH 2021-07-10 2356 R0HQ 59 SRR W7RM 59 6
QSO: 28050 CW 2021-07-10 2356 R0HQ 599 SRR JL1LNC 599 45
QSO: 21041 CW 2021-07-10 2358 R0HQ 599 SRR BD3TE 599 44
QSO: 14235 PH 2021-07-10 2357 R0HQ 59 SRR N4MM 59 8
QSO: 14235 PH 2021-07-10 2358 R0HQ 59 SRR JN1FRL 59 45
QSO: 28050 CW 2021-07-10 2358 R0HQ 599 SRR OF2HQ 599 SRAL
QSO: 21041 CW 2021-07-10 2359 R0HQ 599 SRR UF0B 599 32
QSO: 28050 CW 2021-07-10 2359 R0HQ 599 SRR JF3BFS 599 45
QSO: 28050 CW 2021-07-10 2359 R0HQ 599 SRR JE1NVD 599 45
QSO: 21041 CW 2021-07-11 0000 R0HQ 599 SRR JA1UII 599 45
QSO: 14235 PH 2021-07-11 0000 R0HQ 59 SRR JI7LYJ 59 45
QSO: 28050 CW 2021-07-11 0000 R0HQ 599 SRR UA0CA 599 34
QSO: 21041 CW 2021-07-11 0001 R0HQ 599 SRR JH1FNU 599 45
QSO: 14235 PH 2021-07-11 0001 R0HQ 59 SRR JG3GIX 59 45
QSO: 28050 CW 2021-07-11 0001 R0HQ 599 SRR JH3SIF 599 45
QSO: 14060 CW 2021-07-11 0002 R0HQ 599 SRR JA7ACM 599 45
QSO: 28050 CW 2021-07-11 0002 R0HQ 599 SRR JA6GMC 599 45
QSO: 28050 CW 2021-07-11 0002 R0HQ 599 SRR JH0NEC 599 45
QSO: 21041 CW 2021-07-11 0003 R0HQ 599 SRR K1IMI 599 08
QSO: 14060 CW 2021-07-11 0003 R0HQ 599 SRR RA0ACM 599 32
QSO: 28050 CW 2021-07-11 0003 R0HQ 599 SRR JH4UYB 599 45
QSO: 28050 CW 2021-07-11 0003 R0HQ 599 SRR JR3NDM 599 45
QSO: 21041 CW 2021-07-11 0004 R0HQ 599 SRR W6TMD 599 06
QSO: 7016 CW 2021-07-11 0004 R0HQ 599 SRR JA1XIQ 599 45
QSO: 28050 CW 2021-07-11 0004 R0HQ 599 SRR JF1WNT 599 45
QSO: 28050 CW 2021-07-11 0004 R0HQ 599 SRR JA3AVO 599 45
QSO: 14060 CW 2021-07-11 0005 R0HQ 599 SRR K7BTW 599 06
QSO: 28050 CW 2021-07-11 0005 R0HQ 599 SRR JH1MTR/4 599 45
