START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: M4A
LOCATION: DX
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
CATEGORY-OVERLAY:
GRID-LOCATOR: JO02AF
CLAIMED-SCORE: 3986950
NAME: Dominic Smith
OPERATORS: M0WJE, M0WUT, M0ZCJ, M7BBR
CREATED-BY: DXLog.net v2.5.24
SOAPBOX: Entry from Cambridge University Wireless Society. Thanks for the QSOs
QSO:  7131 PH 2021-10-30 2016 M4A    59   14 IW1PNJ 59   15 0
QSO:  7131 PH 2021-10-30 2017 M4A    59   14 IU5KZF 59   15 0
QSO:  7131 PH 2021-10-30 2017 M4A    59   14 OM5NL  59   15 0
QSO:  7131 PH 2021-10-30 2018 M4A    59   14 SP9R   59   15 0
QSO:  7131 PH 2021-10-30 2019 M4A    59   14 S57PKT 59   15 0
QSO:  7131 PH 2021-10-30 2019 M4A    59   14 S54K   59   15 0
QSO:  7131 PH 2021-10-30 2019 M4A    59   14 5B4AOZ 59   20 0
QSO: 14322 PH 2021-10-30 2020 M4A    59   14 PJ2T   59   09 1
QSO:  7131 PH 2021-10-30 2020 M4A    59   14 IZ8IFL 59   15 0
QSO: 14202 PH 2021-10-30 2021 M4A    59   14 LU9MBY 59   13 1
QSO:  7131 PH 2021-10-30 2021 M4A    59   14 I0OSI  59   15 0
QSO:  7131 PH 2021-10-30 2022 M4A    59   14 E74HJ  59   15 0
QSO:  7131 PH 2021-10-30 2022 M4A    59   14 RA3DSV 59   16 0
QSO:  7131 PH 2021-10-30 2022 M4A    59   14 SP8BRT 59   15 0
QSO:  7131 PH 2021-10-30 2023 M4A    59   14 OK1RPL 59   15 0
QSO:  7131 PH 2021-10-30 2023 M4A    59   14 SN6E   59   15 0
QSO:  7131 PH 2021-10-30 2025 M4A    59   14 OH7KBF 59   15 0
QSO:  7131 PH 2021-10-30 2025 M4A    59   14 LY2ZO  59   15 0
QSO:  7131 PH 2021-10-30 2025 M4A    59   14 IZ7GLL 59   15 0
QSO:  7131 PH 2021-10-30 2025 M4A    59   14 IS0BWM 59   15 0
QSO:  7131 PH 2021-10-30 2026 M4A    59   14 OK4YL  59   15 0
QSO:  7131 PH 2021-10-30 2026 M4A    59   14 HA1BC  59   15 0
QSO:  7131 PH 2021-10-30 2026 M4A    59   14 OM0TM  59   15 0
QSO:  7131 PH 2021-10-30 2027 M4A    59   14 E7/Z35M 59   15 0
QSO:  7131 PH 2021-10-30 2027 M4A    59   14 SP9FMP 59   15 0
QSO:  7131 PH 2021-10-30 2027 M4A    59   14 S52CQ  59   15 0
QSO:  7131 PH 2021-10-30 2029 M4A    59   14 SP2AWJ 59   15 0
QSO:  7131 PH 2021-10-30 2029 M4A    59   14 OE5XRL 59   15 0
QSO:  7131 PH 2021-10-30 2030 M4A    59   14 IZ3GJL 59   15 0
QSO:  7131 PH 2021-10-30 2030 M4A    59   14 SP3PWL 59   15 0
QSO:  1850 PH 2021-10-30 2031 M4A    59   14 IT9ZZO 59   15 1
QSO:  7131 PH 2021-10-30 2031 M4A    59   14 SP8ENV 59   15 0
QSO:  7131 PH 2021-10-30 2032 M4A    59   14 E70SIC 59   15 0
QSO:  7131 PH 2021-10-30 2033 M4A    59   14 OE4C   59   15 0
QSO:  7131 PH 2021-10-30 2034 M4A    59   14 R2AL   59   16 0
QSO:  7131 PH 2021-10-30 2034 M4A    59   14 F5BMI  59   14 0
QSO:  7131 PH 2021-10-30 2035 M4A    59   14 SP8IVD 59   15 0
QSO:  7131 PH 2021-10-30 2035 M4A    59   14 UC4L   59   16 0
QSO:  7131 PH 2021-10-30 2035 M4A    59   14 S55AL  59   15 0
QSO:  7131 PH 2021-10-30 2035 M4A    59   14 OK4MM  59   15 0
QSO:  7131 PH 2021-10-30 2036 M4A    59   14 I4JED  59   15 0
QSO:  7131 PH 2021-10-30 2037 M4A    59   14 S56T   59   15 0
QSO:  1827 PH 2021-10-30 2037 M4A    59   14 F6KOP  59   14 1
QSO:  7131 PH 2021-10-30 2037 M4A    59   14 IZ1ANK 59   15 0
QSO:  7131 PH 2021-10-30 2038 M4A    59   14 IU2JFG 59   15 0
QSO:  7131 PH 2021-10-30 2038 M4A    59   14 IR7T   59   15 0
QSO:  7131 PH 2021-10-30 2038 M4A    59   14 OE3TBU 59   15 0
QSO:  7131 PH 2021-10-30 2039 M4A    59   14 SP9JZT 59   15 0
QSO:  1838 PH 2021-10-30 2039 M4A    59   14 LY7M   59   15 1
QSO:  7131 PH 2021-10-30 2040 M4A    59   14 E2A    59   26 0
QSO:  7131 PH 2021-10-30 2040 M4A    59   14 DF2AK  59   14 0
QSO:  7131 PH 2021-10-30 2040 M4A    59   14 M0MML  59   14 0
QSO:  7131 PH 2021-10-30 2040 M4A    59   14 OM1EE  59   15 0
QSO:  7131 PH 2021-10-30 2041 M4A    59   14 E70AW  59   15 0
QSO:  7131 PH 2021-10-30 2042 M4A    59   14 HB9HHN 59   14 0
QSO:  7131 PH 2021-10-30 2042 M4A    59   14 S55X   59   15 0
QSO:  7131 PH 2021-10-30 2043 M4A    59   14 IQ8BB  59   15 0
QSO:  7131 PH 2021-10-30 2043 M4A    59   14 HA3FMR 59   15 0
QSO:  7131 PH 2021-10-30 2044 M4A    59   14 SE0X   59   14 0
QSO:  7131 PH 2021-10-30 2045 M4A    59   14 SP3HRN 59   15 0
QSO:  7131 PH 2021-10-30 2045 M4A    59   14 IU4KCH 59   15 0
QSO:  7131 PH 2021-10-30 2047 M4A    59   14 IU1MRG 59   15 0
QSO:  7131 PH 2021-10-30 2047 M4A    59   14 UW7W   59   16 0
QSO:  7131 PH 2021-10-30 2050 M4A    59   14 IV3EAD 59   15 0
QSO:  7131 PH 2021-10-30 2053 M4A    59   14 HA5OT  59   15 0
QSO:  7131 PH 2021-10-30 2053 M4A    59   14 IU5GBI 59   15 0
QSO: 14349 PH 2021-10-30 2054 M4A    59   14 TO7O   59   08 1
QSO:  7131 PH 2021-10-30 2054 M4A    59   14 IW4BSI 59   15 0
QSO: 14340 PH 2021-10-30 2055 M4A    59   14 KP3Z   59   08 1
QSO:  7131 PH 2021-10-30 2056 M4A    59   14 I4ABG  59   15 0
QSO:  7131 PH 2021-10-30 2056 M4A    59   14 Z32ZZZ 59   15 0
QSO:  7131 PH 2021-10-30 2058 M4A    59   14 YO8SBQ 59   20 0
QSO:  7131 PH 2021-10-30 2058 M4A    59   14 IV3BHD 59   15 0
QSO:  7131 PH 2021-10-30 2058 M4A    59   14 HA1TIB 59   15 0
QSO: 14147 PH 2021-10-30 2100 M4A    59   14 HP3SS  59   07 1
QSO:  7131 PH 2021-10-30 2100 M4A    59   14 SP5UFK 59   15 0
QSO:  7131 PH 2021-10-30 2100 M4A    59   14 SP5EWX 59   15 0
QSO:  7131 PH 2021-10-30 2101 M4A    59   14 IZ4ZMA 59   15 0
QSO:  7131 PH 2021-10-30 2102 M4A    59   14 DL1GRC 59   14 0
QSO:  7131 PH 2021-10-30 2102 M4A    59   14 EC5APA 59   14 0
QSO:  7131 PH 2021-10-30 2102 M4A    59   14 OM6DN  59   15 0
QSO:  7131 PH 2021-10-30 2102 M4A    59   14 DL4SKF 59   14 0
QSO:  7131 PH 2021-10-30 2103 M4A    59   14 9A1EA  59   15 0
QSO:  7131 PH 2021-10-30 2104 M4A    59   14 OM3CDN 59   15 0
QSO: 14135 PH 2021-10-30 2104 M4A    59   14 ZP5AA  59   11 1
QSO:  7131 PH 2021-10-30 2104 M4A    59   14 9A5N   59   15 0
QSO:  7131 PH 2021-10-30 2105 M4A    59   14 SV9OFS 59   20 0
QSO:  7131 PH 2021-10-30 2105 M4A    59   14 TF2LL  59   40 0
QSO:  7131 PH 2021-10-30 2105 M4A    59   14 9A1AL  59   15 0
QSO:  7131 PH 2021-10-30 2106 M4A    59   14 S55KA  59   15 0
QSO:  7131 PH 2021-10-30 2106 M4A    59   14 I2WIJ  59   15 0
QSO:  7131 PH 2021-10-30 2107 M4A    59   14 9A1EJ  59   15 0
QSO:  7131 PH 2021-10-30 2107 M4A    59   14 SP3H   59   15 0
QSO:  7131 PH 2021-10-30 2108 M4A    59   14 IZ8SJE 59   15 0
QSO:  7131 PH 2021-10-30 2109 M4A    59   14 EA7JF  59   14 0
QSO:  7131 PH 2021-10-30 2109 M4A    59   14 IZ4FUA 59   15 0
QSO:  7131 PH 2021-10-30 2110 M4A    59   14 F5RAG  59   14 0
QSO:  7131 PH 2021-10-30 2110 M4A    59   14 DH3FEN 59   14 0
QSO:  7131 PH 2021-10-30 2111 M4A    59   14 E72NA  59   15 0
QSO: 14255 PH 2021-10-30 2112 M4A    59   14 CE2DX  59   12 1
QSO:  7131 PH 2021-10-30 2112 M4A    59   14 IZ2LTW 59   15 0
QSO:  7131 PH 2021-10-30 2112 M4A    59   14 DL7UAI 59   14 0
QSO:  7131 PH 2021-10-30 2116 M4A    59   14 F5KSE  59   14 0
QSO:  7131 PH 2021-10-30 2118 M4A    59   14 YO5OHY 59   20 0
QSO:  7131 PH 2021-10-30 2118 M4A    59   14 S57WW  59   15 0
QSO:  7131 PH 2021-10-30 2121 M4A    59   14 IZ2LTW 59   15 0
QSO:  7131 PH 2021-10-30 2122 M4A    59   14 HA8QB  59   15 0
QSO:  7131 PH 2021-10-30 2124 M4A    59   14 YU5T   59   15 0
QSO:  7131 PH 2021-10-30 2124 M4A    59   14 IZ8DEP 59   15 0
QSO:  7131 PH 2021-10-30 2126 M4A    59   14 YU1YO  59   15 0
QSO:  7131 PH 2021-10-30 2130 M4A    59   14 E71ARA 59   14 0
QSO:  7131 PH 2021-10-30 2131 M4A    59   14 YO3JW  59   20 0
QSO:  7131 PH 2021-10-30 2131 M4A    59   14 HB9EHD 59   14 0
QSO:  7131 PH 2021-10-30 2132 M4A    59   14 YU7GK  59   15 0
QSO:  7131 PH 2021-10-30 2133 M4A    59   14 YO8BDW 59   20 0
QSO:  7131 PH 2021-10-30 2134 M4A    59   14 I7SWX  59   15 0
QSO:  7131 PH 2021-10-30 2137 M4A    59   14 EA4FTA 59   14 0
QSO: 14174 PH 2021-10-30 2137 M4A    59   14 K1KP   59   05 1
QSO:  7131 PH 2021-10-30 2140 M4A    59   14 RO7A   59   16 0
QSO:  7131 PH 2021-10-30 2141 M4A    59   14 IZ0APU 59   15 0
QSO:  7131 PH 2021-10-30 2142 M4A    59   14 I4XNN  59   15 0
QSO:  7131 PH 2021-10-30 2142 M4A    59   14 R9AB   59   17 0
QSO:  7131 PH 2021-10-30 2144 M4A    59   14 IK7JNM 59   15 0
QSO:  7131 PH 2021-10-30 2145 M4A    59   14 IZ7WEM 59   15 0
QSO:  7131 PH 2021-10-30 2146 M4A    59   14 HB9IIH 59   14 0
QSO:  7131 PH 2021-10-30 2148 M4A    59   14 LZ6O   59   20 0
QSO:  7131 PH 2021-10-30 2148 M4A    59   14 R2ZCA  59   16 0
QSO:  7131 PH 2021-10-30 2152 M4A    59   14 E70DX  59   15 0
QSO:  7131 PH 2021-10-30 2154 M4A    59   14 IR7R   59   15 0
QSO:  7131 PH 2021-10-30 2159 M4A    59   14 B4O    59   24 0
QSO:  7131 PH 2021-10-30 2203 M4A    59   14 SN7R   59   15 0
QSO:  7131 PH 2021-10-30 2203 M4A    59   14 R3VR   59   16 0
QSO:  7131 PH 2021-10-30 2204 M4A    59   14 UA0SU  59   18 0
QSO:  7131 PH 2021-10-30 2206 M4A    59   14 BY8DX  59   24 0
QSO:  7131 PH 2021-10-30 2209 M4A    59   14 HG8R   59   15 0
QSO:  7131 PH 2021-10-30 2212 M4A    59   14 UA9BA  59   17 0
QSO:  7131 PH 2021-10-30 2212 M4A    59   14 B4T    59   24 0
QSO:  7131 PH 2021-10-30 2213 M4A    59   14 SO7E   59   15 0
QSO:  7131 PH 2021-10-30 2213 M4A    59   14 RW3FY  59   16 0
QSO:  7131 PH 2021-10-30 2215 M4A    59   14 RG2Y   59   16 0
QSO:  7131 PH 2021-10-30 2216 M4A    59   14 TA2MN  59   20 0
QSO:  7131 PH 2021-10-30 2217 M4A    59   14 EA7BD  59   14 0
QSO:  7131 PH 2021-10-30 2218 M4A    59   14 IK4DZB 59   15 0
QSO:  7131 PH 2021-10-30 2218 M4A    59   14 UT3UNE 59   16 0
QSO:  7131 PH 2021-10-30 2224 M4A    59   14 IO1C   59   15 0
QSO: 14266 PH 2021-10-30 2224 M4A    59   14 V26B   59   08 1
QSO:  7131 PH 2021-10-30 2225 M4A    59   14 IZ8YAA 59   15 0
QSO:  7131 PH 2021-10-30 2225 M4A    59   14 DP5P   59   14 0
QSO:  7131 PH 2021-10-30 2225 M4A    59   14 S51SL  59   15 0
QSO:  7131 PH 2021-10-30 2227 M4A    59   14 EA5JBG 59   14 0
QSO:  7131 PH 2021-10-30 2228 M4A    59   14 Z32CPU 59   15 0
QSO:  7131 PH 2021-10-30 2229 M4A    59   14 IK1JJM 59   15 0
QSO:  7131 PH 2021-10-30 2230 M4A    59   14 F6BGV  59   14 0
QSO:  7131 PH 2021-10-30 2231 M4A    59   14 IZ0FUW 59   15 0
QSO:  7131 PH 2021-10-30 2231 M4A    59   14 IU0DHV 59   15 0
QSO:  7131 PH 2021-10-30 2232 M4A    59   14 YO8ERC 59   20 0
QSO:  7131 PH 2021-10-30 2232 M4A    59   14 RG5A/6 59   16 0
QSO:  7131 PH 2021-10-30 2238 M4A    59   14 IU2IHM 59   15 0
QSO:  7131 PH 2021-10-30 2239 M4A    59   14 IQ2CJ  59   15 0
QSO:  7131 PH 2021-10-30 2240 M4A    59   14 YO8ERC 59   20 0
QSO:  7131 PH 2021-10-30 2250 M4A    59   14 UR7AL  59   16 0
QSO:  7131 PH 2021-10-30 2251 M4A    59   14 RA3UAG 59   16 0
QSO:  7131 PH 2021-10-30 2254 M4A    59   14 S50TA  59   15 0
QSO:  7131 PH 2021-10-30 2255 M4A    59   14 N1UR   59   05 0
QSO:  7131 PH 2021-10-30 2256 M4A    59   14 AD2BO  59   05 0
QSO:  7136 PH 2021-10-30 2258 M4A    59   14 K1CC   59   05 0
QSO:  7147 PH 2021-10-30 2302 M4A    59   14 K3ZM   59   05 0
QSO:  7147 PH 2021-10-30 2304 M4A    59   14 VA1MM  59   05 0
QSO:  7147 PH 2021-10-30 2308 M4A    59   14 N3AM   59   05 0
QSO:  7147 PH 2021-10-30 2309 M4A    59   14 N4UU   59   05 0
QSO:  7147 PH 2021-10-30 2309 M4A    59   14 W1UE   59   05 0
QSO:  7147 PH 2021-10-30 2309 M4A    59   14 W3GM   59   05 0
QSO:  7147 PH 2021-10-30 2310 M4A    59   14 W3FIZ  59   05 0
QSO:  7147 PH 2021-10-30 2310 M4A    59   14 N3NR   59   05 0
QSO:  7147 PH 2021-10-30 2311 M4A    59   14 W9PA   59   04 0
QSO:  7147 PH 2021-10-30 2311 M4A    59   14 W1NT   59   05 0
QSO:  7147 PH 2021-10-30 2312 M4A    59   14 K8YFM  59   05 0
QSO:  7147 PH 2021-10-30 2314 M4A    59   14 N2LBR  59   05 0
QSO:  7147 PH 2021-10-30 2315 M4A    59   14 YU1AFV 59   15 0
QSO:  7147 PH 2021-10-30 2316 M4A    59   14 K1LZ   59   05 0
QSO:  7147 PH 2021-10-30 2317 M4A    59   14 K2BX   59   05 0
QSO:  7147 PH 2021-10-30 2317 M4A    59   14 W4TTY  59   05 0
QSO:  3750 PH 2021-10-30 2318 M4A    59   14 HB0A   59   14 1
QSO:  7147 PH 2021-10-30 2319 M4A    59   14 N3RJY  59   05 0
QSO:  7147 PH 2021-10-30 2320 M4A    59   14 NW8U   59   05 0
QSO:  7147 PH 2021-10-30 2320 M4A    59   14 W2RD   59   05 0
QSO:  7147 PH 2021-10-30 2323 M4A    59   14 LZ5R   59   20 0
QSO:  7147 PH 2021-10-30 2324 M4A    59   14 N2MM   59   05 0
QSO:  7147 PH 2021-10-30 2325 M4A    59   14 E7GZ   59   15 0
QSO:  7147 PH 2021-10-30 2326 M4A    59   14 N3FZ   59   05 0
QSO:  7147 PH 2021-10-30 2326 M4A    59   14 N53R   59   05 0
QSO:  7147 PH 2021-10-30 2326 M4A    59   14 HB9H   59   14 0
QSO:  1857 PH 2021-10-30 2328 M4A    59   14 ES9C   59   15 1
QSO:  7147 PH 2021-10-30 2328 M4A    59   14 W1OO   59   05 0
QSO:  7147 PH 2021-10-30 2330 M4A    59   14 F6KOP  59   14 0
QSO:  7147 PH 2021-10-30 2331 M4A    59   14 WA2CP  59   05 0
QSO:  7147 PH 2021-10-30 2331 M4A    59   14 K5EK   59   05 0
QSO:  7147 PH 2021-10-30 2331 M4A    59   14 N1RP   59   05 0
QSO:  7147 PH 2021-10-30 2332 M4A    59   14 VE3EJ  59   04 0
QSO:  7147 PH 2021-10-30 2332 M4A    59   14 N1RM   59   05 0
QSO:  7147 PH 2021-10-30 2332 M4A    59   14 N1IXF  59   05 0
QSO:  7147 PH 2021-10-30 2332 M4A    59   14 NY3C   59   05 0
QSO:  7147 PH 2021-10-30 2333 M4A    59   14 R2QA   59   16 0
QSO:  7147 PH 2021-10-30 2333 M4A    59   14 PA0AA  59   14 0
QSO:  7147 PH 2021-10-30 2333 M4A    59   14 K4EA   59   05 0
QSO:  7147 PH 2021-10-30 2334 M4A    59   14 AK1MD  59   05 0
QSO:  7147 PH 2021-10-30 2334 M4A    59   14 KT3T   59   05 0
QSO:  7147 PH 2021-10-30 2335 M4A    59   14 K5EK   59   05 0
QSO:  7147 PH 2021-10-30 2335 M4A    59   14 WO1N   59   05 0
QSO:  7147 PH 2021-10-30 2336 M4A    59   14 II2S   59   15 0
QSO:  7147 PH 2021-10-30 2336 M4A    59   14 UA7K   59   16 0
QSO:  7147 PH 2021-10-30 2336 M4A    59   14 N4BAA  59   04 0
QSO:  7147 PH 2021-10-30 2337 M4A    59   14 W4LT   59   05 0
QSO:  7147 PH 2021-10-30 2337 M4A    59   14 N3RJ   59   05 0
QSO:  7147 PH 2021-10-30 2337 M4A    59   14 W3KL   59   05 0
QSO:  7147 PH 2021-10-30 2338 M4A    59   14 N4RA   59   05 0
QSO:  7147 PH 2021-10-30 2338 M4A    59   14 KQ3F   59   05 0
QSO:  7147 PH 2021-10-30 2339 M4A    59   14 W3SO   59   05 0
QSO:  7147 PH 2021-10-30 2339 M4A    59   14 NY1E   59   05 0
QSO:  7147 PH 2021-10-30 2340 M4A    59   14 N2MM   59   05 0
QSO:  7147 PH 2021-10-30 2340 M4A    59   14 KS1J   59   05 0
QSO:  7147 PH 2021-10-30 2340 M4A    59   14 K3AU   59   05 0
QSO:  7147 PH 2021-10-30 2341 M4A    59   14 IQ4FA  59   15 0
QSO:  7147 PH 2021-10-30 2348 M4A    59   14 K1KP   59   05 0
QSO:  7147 PH 2021-10-30 2351 M4A    59   14 W2NTN  59   05 0
QSO:  7147 PH 2021-10-30 2351 M4A    59   14 OM5WW  59   15 0
QSO:  7147 PH 2021-10-30 2351 M4A    59   14 AA3B   59   05 0
QSO:  7147 PH 2021-10-30 2356 M4A    59   14 NA4DA  59   05 0
QSO:  7147 PH 2021-10-30 2357 M4A    59   14 LZ5K   59   20 0
QSO:  7147 PH 2021-10-31 0000 M4A    59   14 K2ZW   59   05 0
QSO:  7147 PH 2021-10-31 0000 M4A    59   14 W1GQ   59   05 0
QSO:  7147 PH 2021-10-31 0002 M4A    59   14 KB3Z   59   05 0
QSO:  7147 PH 2021-10-31 0003 M4A    59   14 AC3LZ  59   05 0
QSO:  7147 PH 2021-10-31 0004 M4A    59   14 VA2AM  59   05 0
QSO:  7147 PH 2021-10-31 0007 M4A    59   14 K1RX   59   05 0
QSO:  7147 PH 2021-10-31 0008 M4A    59   14 K3FT   59   05 0
QSO:  7147 PH 2021-10-31 0009 M4A    59   14 W3MF   59   05 0
QSO:  1919 PH 2021-10-31 0010 M4A    59   14 OK4U   59   15 1
QSO:  7147 PH 2021-10-31 0010 M4A    59   14 G4NBS  59   14 0
QSO:  7147 PH 2021-10-31 0011 M4A    59   14 N6AR   59   05 0
QSO:  7147 PH 2021-10-31 0011 M4A    59   14 N2MM   59   05 0
QSO:  7147 PH 2021-10-31 0013 M4A    59   14 W3NRJ  59   05 0
QSO:  1878 PH 2021-10-31 0014 M4A    59   14 EB5A   59   14 0
QSO:  7147 PH 2021-10-31 0016 M4A    59   14 KA2K   59   05 1
QSO:  7147 PH 2021-10-31 0018 M4A    59   14 NT3U   59   05 1
QSO:  1913 PH 2021-10-31 0019 M4A    59   14 YT5A   59   15 0
QSO:  1894 PH 2021-10-31 0021 M4A    59   14 PI4M   59   14 0
QSO:  1875 PH 2021-10-31 0021 M4A    59   14 SN7D   59   15 0
QSO:  1881 PH 2021-10-31 0023 M4A    59   14 SO4R   59   15 0
QSO:  7147 PH 2021-10-31 0024 M4A    59   14 W2MKM  59   05 0
QSO:  1849 PH 2021-10-31 0024 M4A    59   14 F8KGM  59   14 1
QSO:  7147 PH 2021-10-31 0025 M4A    59   14 N3RS   59   05 0
QSO:  7147 PH 2021-10-31 0026 M4A    59   14 KE3GK  59   05 0
QSO:  7147 PH 2021-10-31 0027 M4A    59   14 KA3PCX 59   05 0
QSO:  7147 PH 2021-10-31 0028 M4A    59   14 K1RH   59   05 0
QSO:  7147 PH 2021-10-31 0030 M4A    59   14 WA2MCR 59   05 0
QSO:  7147 PH 2021-10-31 0030 M4A    59   14 W5GN   59   04 0
QSO:  3651 PH 2021-10-31 0030 M4A    59   14 MI5K   59   14 1
QSO:  7147 PH 2021-10-31 0031 M4A    59   14 NX3A   59   05 0
QSO:  3653 PH 2021-10-31 0031 M4A    59   14 ED3C   59   14 1
QSO:  3656 PH 2021-10-31 0031 M4A    59   14 OM4AQP 59   15 1
QSO:  7147 PH 2021-10-31 0032 M4A    59   14 W3GM   59   05 0
QSO:  7147 PH 2021-10-31 0032 M4A    59   14 NW3Y   59   05 0
QSO:  7147 PH 2021-10-31 0033 M4A    59   14 W1ITU  59   05 0
QSO:  7147 PH 2021-10-31 0034 M4A    59   14 K4XL   59   05 0
QSO:  7147 PH 2021-10-31 0034 M4A    59   14 KX1X   59   05 0
QSO:  7147 PH 2021-10-31 0034 M4A    59   14 WX4G   59   05 0
QSO:  3646 PH 2021-10-31 0035 M4A    59   14 NP2X   59   08 1
QSO:  7147 PH 2021-10-31 0036 M4A    59   14 N2HMM  59   05 0
QSO:  7147 PH 2021-10-31 0038 M4A    59   14 K2RB   59   05 0
QSO:  1857 PH 2021-10-31 0039 M4A    59   14 P33W   59   20 1
QSO:  7059 PH 2021-10-31 0048 M4A    59   14 OQ5M   59   14 1
QSO:  3644 PH 2021-10-31 0049 M4A    59   14 ED7B   59   14 0
QSO:  3644 PH 2021-10-31 0049 M4A    59   14 CR5T   59   14 0
QSO:  3644 PH 2021-10-31 0049 M4A    59   14 OM5KM  59   15 0
QSO:  3644 PH 2021-10-31 0050 M4A    59   14 LN1B   59   14 0
QSO:  3644 PH 2021-10-31 0050 M4A    59   14 CQ9T   59   33 0
QSO:  3644 PH 2021-10-31 0051 M4A    59   14 K2ZW   59   05 0
QSO:  3644 PH 2021-10-31 0051 M4A    59   14 DL8AAE 59   14 0
QSO:  3644 PH 2021-10-31 0051 M4A    59   14 DP9I   59   14 0
QSO:  3644 PH 2021-10-31 0051 M4A    59   14 DK2TG  59   14 0
QSO:  3644 PH 2021-10-31 0052 M4A    59   14 UA4M   59   16 0
QSO:  3644 PH 2021-10-31 0052 M4A    59   14 DM5B   59   14 0
QSO:  3644 PH 2021-10-31 0052 M4A    59   14 W1FQ   59   05 0
QSO:  3644 PH 2021-10-31 0052 M4A    59   14 EA3MR  59   14 0
QSO:  3644 PH 2021-10-31 0052 M4A    59   14 UA7K   59   16 0
QSO:  3644 PH 2021-10-31 0053 M4A    59   14 YM3VBR 59   20 0
QSO:  3644 PH 2021-10-31 0053 M4A    59   14 OM8ATS 59   15 0
QSO:  3644 PH 2021-10-31 0053 M4A    59   14 K1RH   59   05 0
QSO:  3644 PH 2021-10-31 0054 M4A    59   14 DL0HMK 59   14 0
QSO:  3644 PH 2021-10-31 0054 M4A    59   14 SQ2PHG 59   15 0
QSO:  3644 PH 2021-10-31 0054 M4A    59   14 W4TTY  59   05 0
QSO:  3644 PH 2021-10-31 0055 M4A    59   14 R8WF   59   16 0
QSO:  3644 PH 2021-10-31 0055 M4A    59   14 RK4HYT 59   16 0
QSO:  3644 PH 2021-10-31 0056 M4A    59   14 KD4IZ  59   05 0
QSO:  3644 PH 2021-10-31 0056 M4A    59   14 K2BX   59   05 0
QSO:  3644 PH 2021-10-31 0056 M4A    59   14 NA4DA  59   05 0
QSO:  3644 PH 2021-10-31 0056 M4A    59   14 GM6NX  59   14 0
QSO:  3644 PH 2021-10-31 0057 M4A    59   14 HA4FB  59   15 0
QSO:  7184 PH 2021-10-31 0057 M4A    59   14 CR3N   59   33 1
QSO:  3644 PH 2021-10-31 0057 M4A    59   14 SP5UFK 59   15 0
QSO:  3644 PH 2021-10-31 0058 M4A    59   14 KU2C   59   05 0
QSO:  3644 PH 2021-10-31 0058 M4A    59   14 W2MKM  59   05 0
QSO:  3644 PH 2021-10-31 0058 M4A    59   14 WX1S   59   05 0
QSO:  3644 PH 2021-10-31 0058 M4A    59   14 W3PP   59   05 0
QSO:  3644 PH 2021-10-31 0059 M4A    59   14 SP9PD  59   15 0
QSO:  3644 PH 2021-10-31 0059 M4A    59   14 LY5W   59   15 0
QSO:  3644 PH 2021-10-31 0100 M4A    59   14 DJ1SL  59   14 0
QSO:  3644 PH 2021-10-31 0100 M4A    59   14 DL6ON  59   14 0
QSO:  3644 PH 2021-10-31 0100 M4A    59   14 N1IXF  59   05 0
QSO:  3644 PH 2021-10-31 0100 M4A    59   14 NN1SS  59   05 0
QSO:  3644 PH 2021-10-31 0101 M4A    59   14 WX3B   59   05 0
QSO:  3644 PH 2021-10-31 0101 M4A    59   14 R2VA   59   16 0
QSO:  3644 PH 2021-10-31 0102 M4A    59   14 AB2RA  59   05 0
QSO:  3644 PH 2021-10-31 0103 M4A    59   14 OH3EX  59   15 0
QSO:  3644 PH 2021-10-31 0103 M4A    59   14 OL4D   59   15 0
QSO:  3644 PH 2021-10-31 0103 M4A    59   14 W2CG   59   05 0
QSO:  3644 PH 2021-10-31 0103 M4A    59   14 W2IRT  59   05 0
QSO:  3644 PH 2021-10-31 0104 M4A    59   14 RU3GF  59   16 0
QSO:  3644 PH 2021-10-31 0104 M4A    59   14 N1RP   59   05 0
QSO:  3644 PH 2021-10-31 0104 M4A    59   14 YU4BAH 59   15 0
QSO:  3644 PH 2021-10-31 0105 M4A    59   14 TK4NU  59   15 0
QSO:  3644 PH 2021-10-31 0105 M4A    59   14 K5EK   59   05 0
QSO:  3644 PH 2021-10-31 0105 M4A    59   14 NF3R   59   05 0
QSO:  3644 PH 2021-10-31 0105 M4A    59   14 DL2LDE 59   14 0
QSO:  3644 PH 2021-10-31 0106 M4A    59   14 VA2AM  59   05 0
QSO:  3644 PH 2021-10-31 0107 M4A    59   14 KS1J   59   05 0
QSO:  3644 PH 2021-10-31 0108 M4A    59   14 K1BIF  59   05 0
QSO:  3644 PH 2021-10-31 0108 M4A    59   14 ND1X   59   05 0
QSO:  3644 PH 2021-10-31 0108 M4A    59   14 K1BZ   59   05 0
QSO:  3644 PH 2021-10-31 0108 M4A    59   14 RW3FY  59   16 0
QSO:  3644 PH 2021-10-31 0109 M4A    59   14 TM6M   59   14 0
QSO:  3644 PH 2021-10-31 0109 M4A    59   14 NT2DR  59   05 0
